ticker,Free Cash Flow,Repurchase Of Capital Stock,Repayment Of Debt,Issuance Of Debt,Capital Expenditure,Interest Paid Supplemental Data,Income Tax Paid Supplemental Data,End Cash Position,Beginning Cash Position,Effect Of Exchange Rate Changes,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Net Other Financing Charges,Proceeds From Stock Option Exercised,Cash Dividends Paid,Common Stock Dividend Paid,Net Common Stock Issuance,Common Stock Payments,Net Issuance Payments Of Debt,Net Short Term Debt Issuance,Net Long Term Debt Issuance,Long Term Debt Payments,Long Term Debt Issuance,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Net Investment Purchase And Sale,Sale Of Investment,Purchase Of Investment,Net Business Purchase And Sale,Sale Of Business,Purchase Of Business,Net PPE Purchase And Sale,Sale Of PPE,Purchase Of PPE,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Change In Working Capital,Change In Payables And Accrued Expense,Change In Payable,Change In Account Payable,Change In Tax Payable,Change In Income Tax Payable,Change In Inventory,Change In Receivables,Changes In Account Receivables,Other Non Cash Items,Stock Based Compensation,Asset Impairment Charge,Deferred Tax,Deferred Income Tax,Depreciation Amortization Depletion,Depreciation And Amortization,Operating Gains Losses,Pension And Employee Benefit Expense,Gain Loss On Sale Of Business,Net Income From Continuing Operations,Capital Expenditure Reported,Change In Other Working Capital,Change In Other Current Assets,Change In Accrued Expense,Change In Prepaid Assets,Amortization Cash Flow,Amortization Of Intangibles,Depreciation,Gain Loss On Investment Securities,Short Term Debt Payments,Short Term Debt Issuance,Provisionand Write Offof Assets,Issuance Of Capital Stock,Common Stock Issuance,Change In Other Current Liabilities,Unrealized Gain Loss On Investment Securities,Gain Loss On Sale Of PPE,Earnings Losses From Equity Investments,Other Cash Adjustment Inside Changein Cash,Net Preferred Stock Issuance,Preferred Stock Issuance,Net Foreign Currency Exchange Gain Loss,Amortization Of Securities,Net Intangibles Purchase And Sale,Purchase Of Intangibles,Cash From Discontinued Financing Activities,Cash From Discontinued Investing Activities,Cash From Discontinued Operating Activities,Preferred Stock Dividend Paid,Dividend Received Cfo,Preferred Stock Payments,Net Investment Properties Purchase And Sale,Sale Of Investment Properties,Purchase Of Investment Properties,Other Cash Adjustment Outside Changein Cash,Change In Interest Payable,Dividends Received Cfi,Sale Of Intangibles,Excess Tax Benefit From Stock Based Compensation,Interest Received Cfi,Cash Flow From Discontinued Operation,Depletion,Interest Paid Cff,Taxes Refund Paid,Cash Flowsfromusedin Operating Activities Direct,Classesof Cash Payments,Other Cash Paymentsfrom Operating Activities,Paymentson Behalfof Employees,Classesof Cash Receiptsfrom Operating Activities,Other Cash Receiptsfrom Operating Activities,Dividend Paid Cfo,Interest Paid Cfo
SYK,3487000000.0,,-2039000000.0,3011000000.0,-755000000.0,396000000.0,989000000.0,3652000000.0,2971000000.0,-36000000.0,717000000.0,-525000000.0,-525000000.0,-246000000.0,,-1219000000.0,-1219000000.0,,,940000000.0,-32000000.0,972000000.0,-2039000000.0,3011000000.0,-3000000000.0,-3000000000.0,43000000.0,-660000000.0,148000000.0,-808000000.0,-1628000000.0,,-1628000000.0,-755000000.0,,-755000000.0,4242000000.0,4242000000.0,-683000000.0,150000000.0,76000000.0,192000000.0,-116000000.0,-116000000.0,-206000000.0,-321000000.0,-321000000.0,46000000.0,229000000.0,977000000.0,-370000000.0,-370000000.0,1050000000.0,1050000000.0,,,,2993000000.0,,-306000000.0,,74000000.0,,623000000.0,623000000.0,427000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMCI,1532310000.0,-200000000.0,-1768650000.0,4327660000.0,-127214000.0,25490000.0,327158000.0,5172301000.0,1670273000.0,1673000.0,3500355000.0,2024045000.0,2024045000.0,-355863000.0,20898000.0,,,-200000000.0,-200000000.0,2559010000.0,-380659000.0,2939669000.0,,2939669000.0,-183214000.0,-183214000.0,,-56000000.0,,-56000000.0,0.0,,0.0,-127214000.0,,-127214000.0,1659524000.0,1659524000.0,390027000.0,123479000.0,-148925000.0,-180968000.0,32043000.0,32043000.0,-355606000.0,533341000.0,533341000.0,7191000.0,314452000.0,,-214638000.0,-214638000.0,58344000.0,58344000.0,55294000.0,,,1048854000.0,,315006000.0,,272404000.0,-229107000.0,,,,,-1768650000.0,1387991000.0,,0.0,0.0,2914000.0,,,6211000.0,,,,18832000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYF,9848000000.0,-1008000000.0,-2975000000.0,2439000000.0,,4662000000.0,1087000000.0,14755000000.0,14421000000.0,,334000000.0,-611000000.0,-611000000.0,36000000.0,,-470000000.0,-398000000.0,-1008000000.0,-1008000000.0,-536000000.0,,-536000000.0,-2975000000.0,2439000000.0,-8903000000.0,-8903000000.0,-688000000.0,805000000.0,3616000000.0,-2811000000.0,-1444000000.0,491000000.0,-1935000000.0,,,,9848000000.0,9848000000.0,-205000000.0,-121000000.0,,,,,,33000000.0,33000000.0,507000000.0,,,-98000000.0,-98000000.0,481000000.0,481000000.0,-1069000000.0,,-1069000000.0,3499000000.0,,,-117000000.0,-121000000.0,,,,,,,,,488000000.0,,,,,,,488000000.0,488000000.0,,,,,,,,-72000000.0,,,,,,,,,,,,,,,,,,,,,,,
SNPS,1283868000.0,0.0,-2607000.0,,-123161000.0,814000.0,68006000.0,3898729000.0,1441187000.0,8797000.0,2448745000.0,-181297000.0,-181297000.0,-410902000.0,,,,232212000.0,0.0,-2607000.0,,-2607000.0,-2607000.0,,1223013000.0,1223013000.0,,56543000.0,194657000.0,-138114000.0,1289631000.0,1446578000.0,-156947000.0,-123161000.0,,-123161000.0,1407029000.0,1407029000.0,-707572000.0,187564000.0,,,,,-51449000.0,-103460000.0,-103460000.0,203242000.0,692316000.0,,-407649000.0,-407649000.0,295065000.0,295065000.0,-923907000.0,,-868830000.0,2235810000.0,0.0,-64574000.0,-168255000.0,,-410432000.0,,,,-55077000.0,,,19724000.0,232212000.0,232212000.0,-96966000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYY,1604000000.0,-1250000000.0,-549000000.0,1254000000.0,-906000000.0,629000000.0,640000000.0,1348000000.0,945000000.0,22000000.0,381000000.0,-1412000000.0,-1412000000.0,-22000000.0,110000000.0,-1000000000.0,-1000000000.0,-1250000000.0,-1250000000.0,750000000.0,45000000.0,705000000.0,-549000000.0,1254000000.0,-717000000.0,-717000000.0,18000000.0,-3000000.0,29000000.0,-32000000.0,-40000000.0,,-40000000.0,-692000000.0,214000000.0,-906000000.0,2510000000.0,2510000000.0,-576000000.0,67000000.0,81000000.0,143000000.0,-62000000.0,-62000000.0,-330000000.0,-206000000.0,,-85000000.0,93000000.0,92000000.0,-13000000.0,-13000000.0,1086000000.0,1086000000.0,,0.0,,1828000000.0,,,18000000.0,-14000000.0,-22000000.0,,,1086000000.0,,,,85000000.0,,,-103000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMUS,9982000000.0,-11228000000.0,-6440000000.0,8587000000.0,-12311000000.0,3683000000.0,5162000000.0,5713000000.0,5307000000.0,,406000000.0,-12815000000.0,-12815000000.0,-434000000.0,,-3300000000.0,-3300000000.0,-11228000000.0,-11228000000.0,2147000000.0,,2147000000.0,-6440000000.0,8587000000.0,-9072000000.0,-9072000000.0,3612000000.0,,,,-373000000.0,,-373000000.0,-8840000000.0,0.0,-8840000000.0,22293000000.0,22293000000.0,-7009000000.0,-2041000000.0,,,,,131000000.0,-3611000000.0,-3088000000.0,21000000.0,649000000.0,1192000000.0,3120000000.0,3120000000.0,12919000000.0,12919000000.0,62000000.0,,0.0,11339000000.0,,,3069000000.0,,,,,,,,,,,,-4557000000.0,,,,,,,,,-3471000000.0,-3471000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TROW,1262200000.0,-337200000.0,,,-423400000.0,,,2712900000.0,2143800000.0,-2400000.0,571500000.0,-936600000.0,-936600000.0,569500000.0,-33300000.0,-1135600000.0,-1135600000.0,-337200000.0,-337200000.0,,,,,,-177500000.0,-177500000.0,-171600000.0,417500000.0,533400000.0,-115900000.0,,,,-423400000.0,,-423400000.0,1685600000.0,1685600000.0,5500000.0,,,,,,,,,-106600000.0,247300000.0,,,,504200000.0,504200000.0,-340200000.0,,,2135800000.0,,5500000.0,,,,250100000.0,250100000.0,254100000.0,-340200000.0,,,,,,,-760400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTWO,-214600000.0,,-8300000.0,598900000.0,-169400000.0,147100000.0,144300000.0,1559200000.0,1102000000.0,3400000.0,453800000.0,650500000.0,650500000.0,-17400000.0,,,,77300000.0,,590600000.0,,590600000.0,-8300000.0,598900000.0,-151500000.0,-151500000.0,-12800000.0,-8500000.0,12600000.0,-21100000.0,39200000.0,39200000.0,,-169400000.0,,-169400000.0,-45200000.0,-45200000.0,-1243800000.0,-465900000.0,-465900000.0,-465900000.0,,,,-105000000.0,-105000000.0,251600000.0,314600000.0,3622700000.0,139500000.0,139500000.0,1342200000.0,1342200000.0,,,,-4478900000.0,,6800000.0,-691600000.0,,11900000.0,1188300000.0,1188300000.0,153900000.0,,,,,77300000.0,77300000.0,,6900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPR,1093900000.0,-2018700000.0,-8163300000.0,3264600000.0,-122700000.0,394900000.0,189500000.0,1100000000.0,6142000000.0,26300000.0,-5044600000.0,-7175200000.0,-7175200000.0,-114600000.0,156100000.0,-299300000.0,-299300000.0,-2018700000.0,-2018700000.0,-4898700000.0,,-4898700000.0,-8163300000.0,3264600000.0,914000000.0,914000000.0,,1036700000.0,2923100000.0,-1886400000.0,,,,-122700000.0,,-122700000.0,1216600000.0,1216600000.0,-39300000.0,41000000.0,-15000000.0,-15000000.0,,,-108200000.0,8800000.0,8800000.0,-78200000.0,87300000.0,854800000.0,-139800000.0,-139800000.0,224900000.0,224900000.0,120100000.0,,,183200000.0,,,15200000.0,56000000.0,,62000000.0,62000000.0,162900000.0,,,,3600000.0,,,3900000.0,,,,,,,,,,,,,,,,,,,,-23700000.0,,,,,,,,,,,,,,,,,
TRGP,683900000.0,-754700000.0,-86045100000.0,87204900000.0,-2965800000.0,712700000.0,16700000.0,157300000.0,141700000.0,,15600000.0,-612800000.0,-612800000.0,-402400000.0,,-615500000.0,,-754700000.0,-754700000.0,1159800000.0,955500000.0,204300000.0,-1570100000.0,1774400000.0,-3021300000.0,-3021300000.0,1900000.0,,,,-57400000.0,5500000.0,-62900000.0,-2965800000.0,,-2965800000.0,3649700000.0,3649700000.0,38700000.0,80200000.0,40700000.0,40700000.0,,,33500000.0,-75000000.0,,26200000.0,63200000.0,6200000.0,367000000.0,367000000.0,1423000000.0,1423000000.0,152100000.0,,,1553500000.0,,,,39500000.0,,373200000.0,373200000.0,1049800000.0,164600000.0,-84475000000.0,85430500000.0,,,,,,,-9400000.0,,0.0,,,,,,,,,,19800000.0,0.0,,,,,39500000.0,,,,,,,,,,,,,,,,
TGT,4476000000.0,-1007000000.0,-1139000000.0,741000000.0,-2891000000.0,615000000.0,1055000000.0,4762000000.0,3805000000.0,,957000000.0,-3550000000.0,-3550000000.0,-99000000.0,0.0,-2046000000.0,-2046000000.0,-1007000000.0,-1007000000.0,-398000000.0,,-398000000.0,-1139000000.0,741000000.0,-2860000000.0,-2860000000.0,,28000000.0,,,,,,3000000.0,3000000.0,,7367000000.0,7367000000.0,145000000.0,1307000000.0,1008000000.0,1008000000.0,,,-854000000.0,,,26000000.0,304000000.0,,-180000000.0,-180000000.0,2981000000.0,2981000000.0,,,,4091000000.0,-2891000000.0,,-308000000.0,299000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEL,2797000000.0,-2062000000.0,-352000000.0,348000000.0,-680000000.0,64000000.0,475000000.0,1319000000.0,1661000000.0,0.0,-342000000.0,-2869000000.0,-2869000000.0,-57000000.0,89000000.0,-760000000.0,-760000000.0,-2062000000.0,-2062000000.0,-79000000.0,-75000000.0,-4000000.0,-352000000.0,348000000.0,-950000000.0,-950000000.0,-6000000.0,,,,-280000000.0,59000000.0,-339000000.0,16000000.0,16000000.0,,3477000000.0,3477000000.0,-143000000.0,-6000000.0,159000000.0,159000000.0,,,-30000000.0,-134000000.0,-134000000.0,205000000.0,127000000.0,0.0,-789000000.0,-789000000.0,826000000.0,826000000.0,,,,3194000000.0,-680000000.0,2000000.0,,-165000000.0,25000000.0,166000000.0,166000000.0,660000000.0,,,,57000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TDY,1108200000.0,-354000000.0,-600600000.0,,-83700000.0,,,649800000.0,648300000.0,-37400000.0,38900000.0,-945800000.0,-945800000.0,-29100000.0,37900000.0,,,-354000000.0,-354000000.0,-600600000.0,,-600600000.0,-600600000.0,,-207200000.0,-207200000.0,200000.0,,,,-123700000.0,,-123700000.0,-83700000.0,,-83700000.0,1191900000.0,1191900000.0,-28900000.0,123100000.0,33700000.0,33700000.0,,,-10400000.0,-22800000.0,,,37700000.0,52500000.0,,,309900000.0,309900000.0,,,,820700000.0,,-111300000.0,,89400000.0,-7500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TER,474081000.0,-198574000.0,-185000000.0,185000000.0,-198095000.0,767000.0,121428000.0,553354000.0,757571000.0,-2284000.0,-201933000.0,-251767000.0,-251767000.0,,23230000.0,-76423000.0,-76423000.0,-198574000.0,-198574000.0,0.0,,0.0,-185000000.0,185000000.0,-622342000.0,-622342000.0,873000.0,16592000.0,62388000.0,-45796000.0,-441712000.0,90348000.0,-532060000.0,-198095000.0,,-198095000.0,672176000.0,672176000.0,29690000.0,-54386000.0,-54386000.0,-54386000.0,,,8707000.0,-52659000.0,-52659000.0,-8104000.0,60122000.0,,-46360000.0,-46360000.0,119741000.0,119741000.0,-44207000.0,-4355000.0,-57119000.0,542372000.0,,8574000.0,,,119454000.0,18764000.0,18764000.0,100977000.0,10056000.0,,,18922000.0,,,,,,7211000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSLA,3581000000.0,,-2881000000.0,5744000000.0,-11342000000.0,277000000.0,1331000000.0,17037000000.0,17189000000.0,-141000000.0,-11000000.0,3853000000.0,3853000000.0,-251000000.0,1241000000.0,,,,,2863000000.0,,2863000000.0,-2881000000.0,5744000000.0,-18787000000.0,-18787000000.0,,-7445000000.0,28510000000.0,-35955000000.0,0.0,,0.0,-11342000000.0,,-11342000000.0,14923000000.0,14923000000.0,81000000.0,3588000000.0,3588000000.0,3588000000.0,,,937000000.0,-1083000000.0,-1083000000.0,172000000.0,1999000000.0,335000000.0,477000000.0,477000000.0,5368000000.0,5368000000.0,-662000000.0,,,7153000000.0,,502000000.0,-590000000.0,,-3273000000.0,,,5368000000.0,,,,,,,,,-589000000.0,,,,,-73000000.0,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
TXN,1498000000.0,-929000000.0,-600000000.0,2980000000.0,-4820000000.0,,588000000.0,3200000000.0,2964000000.0,,236000000.0,-2880000000.0,-2880000000.0,-53000000.0,,-4795000000.0,-4795000000.0,-412000000.0,-929000000.0,2380000000.0,,2380000000.0,-600000000.0,2980000000.0,-3202000000.0,-3202000000.0,147000000.0,1471000000.0,11187000000.0,-9716000000.0,,,,,,,6318000000.0,6318000000.0,257000000.0,710000000.0,722000000.0,125000000.0,597000000.0,597000000.0,-528000000.0,68000000.0,68000000.0,-368000000.0,387000000.0,,-210000000.0,-210000000.0,1580000000.0,1580000000.0,-127000000.0,,,4799000000.0,-4820000000.0,,,-12000000.0,7000000.0,72000000.0,72000000.0,1508000000.0,,,,,517000000.0,517000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPL,65399000.0,-29159000.0,,,-425273000.0,,120669000.0,371381000.0,730549000.0,,-359168000.0,-378091000.0,-378091000.0,-1623000.0,,-347309000.0,-347309000.0,-29159000.0,-29159000.0,,,,,,-471749000.0,-471749000.0,,,,,-45000000.0,,-45000000.0,-425273000.0,0.0,-425273000.0,490672000.0,490672000.0,-936000.0,-2750000.0,-2750000.0,,-2750000.0,-2750000.0,,-610000.0,,,12498000.0,,4604000.0,4604000.0,25162000.0,,-4616000.0,-4616000.0,,453960000.0,,-3903000.0,,,0.0,,,,,,,,,,6327000.0,,,,,,,,,0.0,0.0,,,,,,,-1476000.0,,-1476000.0,,,,,,,,,,,,,,,,,,
TXT,650000000.0,-1122000000.0,-378000000.0,0.0,-364000000.0,142000000.0,191000000.0,1441000000.0,2181000000.0,-16000000.0,-724000000.0,-1454000000.0,-1454000000.0,-30000000.0,88000000.0,-12000000.0,-12000000.0,-1122000000.0,-1122000000.0,-378000000.0,-1000000.0,-377000000.0,-377000000.0,0.0,-284000000.0,-284000000.0,89000000.0,,,,-13000000.0,,-13000000.0,4000000.0,4000000.0,,1014000000.0,1015000000.0,-311000000.0,-69000000.0,-69000000.0,-69000000.0,,,-194000000.0,-97000000.0,-96000000.0,126000000.0,,41000000.0,-48000000.0,-48000000.0,382000000.0,382000000.0,,,,825000000.0,-364000000.0,-251000000.0,205000000.0,,,,,,,-1000000.0,,,,,95000000.0,,,,,,,,,,,,,-1000000.0,,,,,,,,,,,,,,,,,,,,,,,,
TMO,7267000000.0,-4000000000.0,-3607000000.0,1204000000.0,-1400000000.0,1570000000.0,1834000000.0,4040000000.0,8097000000.0,-91000000.0,-3966000000.0,-6792000000.0,-6791000000.0,194000000.0,,-583000000.0,,-4000000000.0,-4000000000.0,-2403000000.0,0.0,-2403000000.0,-3607000000.0,1204000000.0,-5841000000.0,-5841000000.0,8000000.0,-1374000000.0,2022000000.0,-3396000000.0,-3132000000.0,,-3132000000.0,-1343000000.0,57000000.0,-1400000000.0,8667000000.0,8667000000.0,-334000000.0,212000000.0,212000000.0,212000000.0,,,-27000000.0,-171000000.0,-171000000.0,463000000.0,301000000.0,,-1209000000.0,-1209000000.0,3108000000.0,3108000000.0,,,,6338000000.0,,-348000000.0,,,,1952000000.0,1952000000.0,1156000000.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJX,4198000000.0,-2513000000.0,0.0,,-1918000000.0,74000000.0,1632000000.0,5335000000.0,5600000000.0,-66000000.0,-199000000.0,-3838000000.0,-3838000000.0,-43000000.0,,-1648000000.0,-1648000000.0,-2147000000.0,-2513000000.0,0.0,,0.0,0.0,,-2477000000.0,-2477000000.0,,-8000000.0,27000000.0,-35000000.0,-551000000.0,,-551000000.0,-1918000000.0,,-1918000000.0,6116000000.0,6116000000.0,27000000.0,645000000.0,417000000.0,448000000.0,-31000000.0,-31000000.0,-539000000.0,-36000000.0,-26000000.0,-100000000.0,183000000.0,0.0,28000000.0,28000000.0,1104000000.0,1104000000.0,10000000.0,,,4864000000.0,,,,228000000.0,-31000000.0,,,,,,,,366000000.0,366000000.0,-12000000.0,,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TKO,508461000.0,-165000000.0,-2892477000.0,2900000000.0,-74949000.0,267508000.0,89018000.0,525556000.0,235839000.0,-2382000.0,292099000.0,-232263000.0,-232263000.0,-7530000.0,,-67256000.0,-67256000.0,-165000000.0,-165000000.0,7523000.0,,7523000.0,-2892477000.0,2900000000.0,-59048000.0,-59048000.0,28365000.0,,,,-23464000.0,0.0,-23464000.0,-63949000.0,11000000.0,-74949000.0,583410000.0,583410000.0,90856000.0,220851000.0,,,,,,-52677000.0,-52677000.0,36227000.0,94636000.0,27933000.0,-70253000.0,-70253000.0,392842000.0,392842000.0,2267000.0,,,6377000.0,,-17721000.0,-63927000.0,,,,,,,,,2525000.0,,,4330000.0,,,2267000.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
TTD,632394000.0,-234784000.0,,,-107062000.0,986000.0,158579000.0,1369463000.0,895129000.0,,474334000.0,-107609000.0,-107609000.0,-139095000.0,266270000.0,,,-234784000.0,-234784000.0,,,,,,-157513000.0,-157513000.0,,-50451000.0,629088000.0,-679539000.0,,,,-98238000.0,,-98238000.0,739456000.0,739456000.0,-209281000.0,345483000.0,298919000.0,298919000.0,,,,-474227000.0,-474227000.0,49522000.0,494699000.0,,-76903000.0,-76903000.0,87490000.0,87490000.0,,,,393076000.0,-8824000.0,,,46564000.0,-38783000.0,,,,,,,853000.0,,,-41754000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSCO,636788000.0,-584575000.0,-689787000.0,785000000.0,-784047000.0,65865000.0,351464000.0,251491000.0,397071000.0,,-145580000.0,-922497000.0,-922497000.0,,,-472492000.0,-472492000.0,-545218000.0,-584575000.0,95213000.0,,95213000.0,-689787000.0,785000000.0,-643918000.0,-643918000.0,,,,,0.0,0.0,0.0,140129000.0,140129000.0,,1420835000.0,1420835000.0,-90832000.0,77291000.0,56374000.0,56374000.0,,,-194323000.0,,,,48367000.0,,-22602000.0,-22602000.0,447162000.0,447162000.0,-62500000.0,,,1101240000.0,-784047000.0,14716000.0,,20917000.0,11484000.0,,,,,,,,39357000.0,39357000.0,,,-62500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT,2775000000.0,-1280800000.0,-507500000.0,498500000.0,-370600000.0,233300000.0,710500000.0,1590100000.0,1095300000.0,-67300000.0,562100000.0,-2020600000.0,-2020600000.0,-20200000.0,46900000.0,-757500000.0,-757500000.0,-1280800000.0,-1280800000.0,-9000000.0,0.0,-9000000.0,-507500000.0,498500000.0,-562900000.0,-562900000.0,-16700000.0,0.0,450000000.0,-450000000.0,-180300000.0,,-180300000.0,4700000.0,4700000.0,,3145600000.0,3177700000.0,238900000.0,100900000.0,100900000.0,100900000.0,,,162500000.0,-180600000.0,,-178300000.0,82900000.0,,,,379400000.0,379400000.0,40600000.0,40600000.0,,2614200000.0,-370600000.0,,-162400000.0,,,,,,,,,,,,318500000.0,,,,,,,,,,,,0.0,-32100000.0,,,,,,,,,,,,,,,,,,,,,,,,
TDG,1880000000.0,0.0,-9353000000.0,14325000000.0,-165000000.0,1158000000.0,539000000.0,6261000000.0,3472000000.0,14000000.0,2775000000.0,3171000000.0,3171000000.0,-8000000.0,245000000.0,-2038000000.0,-2038000000.0,0.0,0.0,4972000000.0,137000000.0,4835000000.0,-9353000000.0,14188000000.0,-2441000000.0,-2441000000.0,71000000.0,,,,-2347000000.0,,-2347000000.0,,,,2045000000.0,2045000000.0,-302000000.0,8000000.0,-11000000.0,-11000000.0,,,-104000000.0,-84000000.0,-84000000.0,84000000.0,217000000.0,,10000000.0,10000000.0,312000000.0,312000000.0,9000000.0,0.0,-11000000.0,1715000000.0,-165000000.0,-62000000.0,-60000000.0,19000000.0,,163000000.0,163000000.0,149000000.0,,,137000000.0,,,,,,,,,,,20000000.0,,,,,,,,,,,,,,60000000.0,,,,,,,,,,,,,,,,
TRV,9074000000.0,-1117000000.0,,0.0,,390000000.0,1310000000.0,699000000.0,650000000.0,-14000000.0,63000000.0,-1747000000.0,-1747000000.0,,321000000.0,-951000000.0,-951000000.0,-1117000000.0,-1117000000.0,0.0,,,,0.0,-7264000000.0,-7264000000.0,-408000000.0,-6490000000.0,11162000000.0,-17652000000.0,-382000000.0,,-382000000.0,,,,9074000000.0,9074000000.0,-3753000000.0,,,,,,,-748000000.0,-748000000.0,556000000.0,,5000000.0,-152000000.0,-152000000.0,,715000000.0,-269000000.0,,,4999000000.0,,,,,,,,,25000000.0,,,,,,,,,-294000000.0,,,,,6973000000.0,,,,,,,,,16000000.0,64000000.0,-48000000.0,,,,,,,,,,,,,,,,,,
TRMB,497800000.0,-181500000.0,-2199400000.0,521200000.0,-33600000.0,140400000.0,228100000.0,747800000.0,238900000.0,-19400000.0,528300000.0,-1864200000.0,-1864200000.0,-4500000.0,,,,-181500000.0,-181500000.0,-1678200000.0,,-1678200000.0,-2199400000.0,521200000.0,1861100000.0,1861100000.0,-6700000.0,,,,1901400000.0,1923400000.0,-22000000.0,-33600000.0,,-33600000.0,531400000.0,531400000.0,203400000.0,327800000.0,271300000.0,5700000.0,265600000.0,265600000.0,11000000.0,-135100000.0,-135100000.0,93900000.0,158600000.0,,27000000.0,27000000.0,232000000.0,232000000.0,-1687900000.0,,-1687900000.0,1504400000.0,,168500000.0,-116300000.0,56500000.0,,,,,,,,,,,-52500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFC,2164000000.0,-1750000000.0,-26797000000.0,22799000000.0,,11340000000.0,830000000.0,39768000000.0,30644000000.0,,9124000000.0,-11638000000.0,-11638000000.0,-231000000.0,,-3135000000.0,-2770000000.0,-1000000000.0,-1000000000.0,361000000.0,4359000000.0,-3998000000.0,-26797000000.0,22799000000.0,18598000000.0,18598000000.0,835000000.0,1583000000.0,46324000000.0,-44741000000.0,12174000000.0,,,,,,2164000000.0,2164000000.0,-8154000000.0,,,,,,,,,819000000.0,,0.0,,,979000000.0,979000000.0,1810000000.0,,-4841000000.0,4840000000.0,,-5966000000.0,-1807000000.0,,,366000000.0,366000000.0,613000000.0,6651000000.0,,,,,,,,,,,-750000000.0,,,,,,,,,-365000000.0,,-750000000.0,,,,,,,,,,,,,,,,,,,,,
TYL,574697000.0,,-50000000.0,,-49936000.0,3095000.0,84204000.0,744721000.0,165493000.0,,579228000.0,22207000.0,22207000.0,-2637000.0,74844000.0,,,,,-50000000.0,,-50000000.0,-50000000.0,,-67612000.0,-67612000.0,173000.0,-16454000.0,15994000.0,-32448000.0,-1395000.0,,-1395000.0,-20535000.0,,-20535000.0,624633000.0,624633000.0,122361000.0,53896000.0,10509000.0,10509000.0,,,,14354000.0,28795000.0,207000.0,122813000.0,,-30663000.0,-30663000.0,152369000.0,152369000.0,24000.0,,,263026000.0,,90775000.0,,43387000.0,-29775000.0,,,152369000.0,24000.0,,,-5504000.0,,,-6889000.0,,,,,,,,,-29401000.0,-29401000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSN,1458000000.0,-49000000.0,-3926000000.0,4109000000.0,-1132000000.0,460000000.0,227000000.0,1717000000.0,573000000.0,23000000.0,1121000000.0,-581000000.0,-581000000.0,-45000000.0,14000000.0,-684000000.0,-684000000.0,-49000000.0,-49000000.0,183000000.0,-591000000.0,774000000.0,-1641000000.0,2415000000.0,-888000000.0,-888000000.0,102000000.0,-3000000.0,35000000.0,-38000000.0,145000000.0,174000000.0,-29000000.0,-1132000000.0,,-1132000000.0,2590000000.0,2590000000.0,224000000.0,-205000000.0,-205000000.0,-205000000.0,,,153000000.0,59000000.0,59000000.0,-43000000.0,101000000.0,131000000.0,-45000000.0,-45000000.0,1400000000.0,1400000000.0,,,,822000000.0,,217000000.0,,0.0,,241000000.0,241000000.0,1159000000.0,,-2285000000.0,1694000000.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
USB,11273000000.0,-173000000.0,-6042000000.0,12017000000.0,,15382000000.0,499000000.0,56502000000.0,61192000000.0,,-4690000000.0,8571000000.0,8571000000.0,-55000000.0,,-3448000000.0,-3092000000.0,-141000000.0,-173000000.0,6214000000.0,239000000.0,5975000000.0,-6042000000.0,12017000000.0,-24534000000.0,-24534000000.0,-1835000000.0,-10840000000.0,25292000000.0,-36132000000.0,-103000000.0,,,,,,11273000000.0,11273000000.0,,,,,,,,,,1858000000.0,,,,,939000000.0,939000000.0,-61000000.0,,,6299000000.0,,,,,,569000000.0,569000000.0,370000000.0,123000000.0,,,,32000000.0,32000000.0,,,,,,0.0,0.0,,,,,,,,-356000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,
